Rank,Task,ID,Name,Similarity,z-score,p-adjusted
1066,Biological Process,GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,0.10307229410462593,1.1590484555030973,1
1067,Biological Process,GO:0016126,sterol biosynthetic process,0.10304269162297652,1.158539274229307,1
1068,Biological Process,GO:0072665,protein localization to vacuole,0.10302479960578648,1.1582315202980182,1
1069,Phenotype,HP:0002888,Ependymoma,0.10301719565605327,1.1581007275875677,1
1070,Biological Process,GO:0031295,T cell costimulation,0.10288543943146822,1.15583443778597,1
1071,Biological Process,GO:0050862,positive regulation of T cell receptor signaling pathway,0.10287147663268725,1.1555942688787422,1
1072,Biological Process,GO:0070661,leukocyte proliferation,0.102858127178445,1.1553646498827412,1
1073,Phenotype,HP:0002035,Rectal prolapse,0.10283712863388761,1.1550034617299332,1
1074,Biological Process,GO:0002714,positive regulation of B cell mediated immunity,0.10276004072012801,1.1536775012045006,1
1074,Biological Process,GO:0002891,positive regulation of immunoglobulin mediated immune response,0.10276004072012801,1.1536775012045006,1
1076,Phenotype,HP:0040131,Abnormal motor nerve conduction velocity,0.10275390402652995,1.1535719462209648,1
1077,Phenotype,HP:0001723,Restrictive cardiomyopathy,0.10271683788012986,1.1529343852265177,1
1078,Biological Process,GO:0007190,activation of adenylate cyclase activity,0.10270217008018023,1.1526820898564705,1
1079,Biological Process,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,0.10264405482909988,1.151682471043352,1
1080,Biological Process,GO:1903707,negative regulation of hemopoiesis,0.10243595749636392,1.1481030662417613,1
1081,Biological Process,GO:0008286,insulin receptor signaling pathway,0.10240489989309254,1.1475688559623027,1
1082,Biological Process,GO:0035987,endodermal cell differentiation,0.10235735651486033,1.1467510800009735,1
1083,Biological Process,GO:2001235,positive regulation of apoptotic signaling pathway,0.10233265253744184,1.1463261560760603,1
1084,Biological Process,GO:0019318,hexose metabolic process,0.10226895235237787,1.1452304728912621,1
1085,Phenotype,HP:0100568,Neoplasm of the endocrine system,0.10225371816010753,1.1449684352176221,1
1086,Biological Process,GO:0046330,positive regulation of JNK cascade,0.10224010676043338,1.1447343105956989,1
1087,Disease,MONDO:0021635,neurocristopathy,0.10222869820177583,1.1445380762225756,1
1088,Phenotype,HP:0007126,Proximal amyotrophy,0.10222787596585059,1.1445239332483235,1
1089,Biological Process,GO:0046457,prostanoid biosynthetic process,0.10215930310302701,1.1433444369461725,1
1089,Biological Process,GO:0001516,prostaglandin biosynthetic process,0.10215930310302701,1.1433444369461725,1
1091,Phenotype,HP:0001442,Typified by somatic mosaicism,0.10209638284179767,1.1422621689410974,1
1092,Biological Process,GO:2001236,regulation of extrinsic apoptotic signaling pathway,0.10207422222047247,1.1418809923381357,1
1093,Biological Process,GO:0010907,positive regulation of glucose metabolic process,0.10205353347431712,1.1415251329123866,1
1094,Phenotype,HP:0031526,Subretinal fluid,0.10204220997091928,1.1413303615431425,1
1095,Phenotype,HP:0033747,Abnormal exteroceptive sensation,0.101933410493804,1.139458942214135,1
1096,Biological Process,GO:0006338,chromatin remodeling,0.10187087050418042,1.1383832151194773,1
1097,Phenotype,HP:0012338,Abnormal energy expenditure,0.10181787015825183,1.1374715758869676,1
1098,Biological Process,GO:0006693,prostaglandin metabolic process,0.1017406721170151,1.1361437210997716,1
1099,Phenotype,HP:0003376,Steppage gait,0.1016924808417562,1.1353148009027243,1
1100,Phenotype,HP:0025426,Abnormal bronchus morphology,0.10167851457777477,1.1350745723918725,1
1101,Biological Process,GO:0007018,microtubule-based movement,0.10167629869968975,1.135036457897309,1
1102,Disease,MONDO:0016419,hereditary breast carcinoma,0.10165626885454548,1.1346919319827196,1
1102,Disease,MONDO:0007254,breast cancer,0.10165626885454548,1.1346919319827196,1
1102,Disease,MONDO:0004989,breast carcinoma,0.10165626885454548,1.1346919319827196,1
1105,Phenotype,HP:0002044,Zollinger-Ellison syndrome,0.10161322976006881,1.133951632530533,1
1106,Phenotype,HP:0011134,Low-grade fever,0.1015604901667253,1.1330444784062308,1
1107,Biological Process,GO:0043567,regulation of insulin-like growth factor receptor signaling pathway,0.10147556615860787,1.1315837321370243,1
1108,Biological Process,GO:0061045,negative regulation of wound healing,0.10138683247565439,1.130057457068283,1
1109,Biological Process,GO:0043405,regulation of MAP kinase activity,0.10134821278539041,1.1293931741438006,1
1110,Biological Process,GO:0098771,inorganic ion homeostasis,0.1012806348633497,1.1282307914479066,1
1111,Phenotype,HP:0008391,Dystrophic fingernails,0.10111848098603193,1.1254416429305432,1
1112,Phenotype,HP:0031691,Severe viral infection,0.10108941750847267,1.1249417328655809,1
1113,Biological Process,GO:0000281,mitotic cytokinesis,0.10104021489054016,1.1240954169394564,1
1114,Biological Process,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,0.10102372598397591,1.1238117973920403,1
1115,Biological Process,GO:0007610,behavior,0.10091905159624226,1.1220113321908225,1
1116,Phenotype,HP:0001659,Aortic regurgitation,0.10090037985266032,1.1216901664759495,1
1117,Phenotype,HP:0011733,Abnormality of adrenal physiology,0.10080088000626919,1.119978706635271,1
1118,Disease,MONDO:0002242,coagulation protein disease,0.1007167242174335,1.118531174220128,1
1119,Biological Process,GO:0008037,cell recognition,0.10065410705310485,1.1174541196720797,1
1120,Biological Process,GO:0010800,positive regulation of peptidyl-threonine phosphorylation,0.10062312918431049,1.1169212808756968,1
1121,Biological Process,GO:0070498,interleukin-1-mediated signaling pathway,0.10061060418252499,1.116705842979682,1
1122,Biological Process,GO:0002689,negative regulation of leukocyte chemotaxis,0.10058730266230809,1.1163050421993346,1
1123,Phenotype,HP:0100725,Lichenification,0.10053125239370697,1.1153409423816025,1
1124,Biological Process,GO:0042330,taxis,0.10051964246849254,1.1151412443772493,1
1124,Biological Process,GO:0006935,chemotaxis,0.10051964246849254,1.1151412443772493,1
1126,Phenotype,HP:0005113,Aortic arch aneurysm,0.10051850974968501,1.1151217609024482,1
1127,Phenotype,HP:0030666,Retinal neovascularization,0.10039637623399345,1.1130209877365749,1
1128,Biological Process,GO:0050764,regulation of phagocytosis,0.10031209864759472,1.1115713603268624,1
1129,Biological Process,GO:0043470,regulation of carbohydrate catabolic process,0.1002819176577292,1.1110522283484703,1
1130,Biological Process,GO:1902106,negative regulation of leukocyte differentiation,0.10019973757231271,1.1096386792728166,1
1131,Biological Process,GO:1904996,positive regulation of leukocyte adhesion to vascular endothelial cell,0.10019129059987542,1.109493386042464,1
1132,Biological Process,GO:0050920,regulation of chemotaxis,0.10013791400747829,1.1085752751344244,1
1133,Biological Process,GO:2000811,negative regulation of anoikis,0.10006317031345224,1.1072896366605047,1
1134,Phenotype,HP:0007149,Distal upper limb amyotrophy,0.1000514700831604,1.107088385352111,1
1135,Phenotype,HP:0040148,Cortical myoclonus,0.10004340333020734,1.1069496321356531,1
1136,Phenotype,HP:0007502,Follicular hyperkeratosis,0.10002791996185412,1.106683308476913,1
1137,Biological Process,GO:0009067,aspartate family amino acid biosynthetic process,0.10001094800108701,1.106391380093865,1
1138,Biological Process,GO:1903170,negative regulation of calcium ion transmembrane transport,0.09997869919060742,1.105836680302385,1
1139,Phenotype,HP:0011194,EEG with series of focal spikes,0.09997331749220917,1.1057441117103988,1
1140,Phenotype,HP:0007754,Macular dystrophy,0.09986110212712274,1.103813936963218,1
1141,Biological Process,GO:0086069,bundle of His cell to Purkinje myocyte communication,0.09976690443902836,1.102193677574831,1
1142,Biological Process,GO:0034766,negative regulation of monoatomic ion transmembrane transport,0.09973390352821032,1.1016260411852343,1
1143,Phenotype,HP:0006707,Abnormality of the hepatic vasculature,0.0997105883794892,1.1012250059860564,1
1144,Biological Process,GO:0001678,intracellular glucose homeostasis,0.09956164135286938,1.0986630235941817,1
1145,Disease,MONDO:0002516,digestive system cancer,0.0995024585439015,1.0976450421150052,1
1146,Phenotype,HP:0012452,Restless legs,0.09940156602483663,1.095909627429784,1
1146,Phenotype,HP:0031943,Akathisia,0.09940156602483663,1.095909627429784,1
1148,Phenotype,HP:0002721,Immunodeficiency,0.09938535355792644,1.095630762818013,1
1149,Phenotype,HP:0010647,Abnormal elasticity of skin,0.09938233796792062,1.095578892776218,1
1150,Disease,MONDO:0019223,disorder of fatty acid and ketone body metabolism,0.09934640979986331,1.0949609057238812,1
1151,Biological Process,GO:0002700,regulation of production of molecular mediator of immune response,0.09933477553944581,1.094760789138753,1
1152,Biological Process,GO:1904292,regulation of ERAD pathway,0.09929785500155142,1.0941257327020415,1
1153,Biological Process,GO:0071480,cellular response to gamma radiation,0.0992859349527343,1.093920700376974,1
1154,Phenotype,HP:0020100,Unusual fungal infection,0.0992684287334481,1.0936195824119004,1
1155,Biological Process,GO:0002823,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.09910357439115769,1.0907839842012013,1
1156,Biological Process,GO:0000041,transition metal ion transport,0.09903231401209356,1.0895582609320378,1
1157,Phenotype,HP:0002231,Sparse body hair,0.09901827020354559,1.089316698605946,1
1158,Disease,MONDO:0000462,eye adnexa disorder,0.09901136641422348,1.0891979490942447,1
1159,Biological Process,GO:0009205,purine ribonucleoside triphosphate metabolic process,0.09897758885741348,1.0886169539058772,1
1160,Biological Process,GO:0046890,regulation of lipid biosynthetic process,0.09894759198539094,1.0881009888700042,1
1161,Biological Process,GO:0032963,collagen metabolic process,0.09891985256278835,1.087623853381761,1
1162,Phenotype,HP:0012804,Corneal ulceration,0.09885321199153074,1.086477593707963,1
1163,Biological Process,GO:0098773,skin epidermis development,0.09882852593126501,1.0860529779693284,1
1164,Phenotype,HP:0004331,Decreased skull ossification,0.09872553878915225,1.0842815344523264,1
1165,Biological Process,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,0.09867233359446259,1.083366371692488,1
1166,Biological Process,GO:0051099,positive regulation of binding,0.09856446261830998,1.0815109231631075,1
1167,Disease,MONDO:0003382,eyelid disorder,0.09854680522359693,1.0812072048857586,1
1168,Biological Process,GO:0002702,positive regulation of production of molecular mediator of immune response,0.09852961098570934,1.0809114531966555,1
1169,Biological Process,GO:0010469,regulation of signaling receptor activity,0.09851202130700343,1.0806088996771528,1
1170,Biological Process,GO:0140894,endolysosomal toll-like receptor signaling pathway,0.09850182540399866,1.0804335237427667,1
1171,Biological Process,GO:1901020,negative regulation of calcium ion transmembrane transporter activity,0.09847315930247114,1.0799404487950897,1
1172,Biological Process,GO:0002009,morphogenesis of an epithelium,0.09842014272952382,1.0790285304476677,1
1173,Phenotype,HP:0001658,Myocardial infarction,0.09838101091076934,1.0783554385915484,1
1173,Phenotype,HP:0033678,Acute coronary syndrome,0.09838101091076934,1.0783554385915484,1
1175,Biological Process,GO:0034112,positive regulation of homotypic cell-cell adhesion,0.09830718881872036,1.077085652250371,1
1176,Disease,MONDO:0019040,chromosomal disorder,0.09829905571049236,1.076945757681515,1
1177,Biological Process,GO:0140374,antiviral innate immune response,0.09829366381949711,1.0768530137704602,1
1178,Biological Process,GO:2000106,regulation of leukocyte apoptotic process,0.09827778128946285,1.076579824280145,1
1179,Phenotype,HP:0003466,Paradoxical increased cortisol secretion on dexamethasone suppression test,0.09826984179969267,1.07644326007035,1
1180,Biological Process,GO:0045429,positive regulation of nitric oxide biosynthetic process,0.09824260949334018,1.0759748473000617,1
1180,Biological Process,GO:1904407,positive regulation of nitric oxide metabolic process,0.09824260949334018,1.0759748473000617,1
1182,Phenotype,HP:0007110,Central hypoventilation,0.09822820789622544,1.0757271307859413,1
1183,Phenotype,HP:0004332,Abnormal lymphocyte morphology,0.09818400648595582,1.0749668387722187,1
1184,Disease,MONDO:0021026,hereditary epidermal appendage anomaly,0.0981065473975481,1.0736344938097524,1
1185,Phenotype,HP:0100545,Arterial stenosis,0.09802305731285377,1.0721984119238819,1
1186,Phenotype,HP:0002043,Esophageal stricture,0.09801520891309523,1.0720634145194887,1
1187,Phenotype,HP:0032309,Abnormal granulocyte count,0.09800093696922774,1.0718179281226392,1
1188,Biological Process,GO:0010811,positive regulation of cell-substrate adhesion,0.09796433900934354,1.0711884202302717,1
1189,Biological Process,GO:0051788,response to misfolded protein,0.09795756210845263,1.0710718532792691,1
1190,Phenotype,HP:0005306,Capillary hemangioma,0.09794704473937454,1.0708909479265514,1
1191,Phenotype,HP:0007185,Loss of consciousness,0.09792365403387038,1.0704886131032576,1
1192,Phenotype,HP:0001370,Rheumatoid arthritis,0.09790367861517324,1.0701450233577368,1
1193,Biological Process,GO:0070228,regulation of lymphocyte apoptotic process,0.09790109989701201,1.0701006677860103,1
1194,Phenotype,HP:0100767,Abnormal placenta morphology,0.09788398913838303,1.0698063519925776,1
1195,Phenotype,HP:0000709,Psychosis,0.09788375062121868,1.0698022493475696,1
1196,Phenotype,HP:0000764,Peripheral axonal degeneration,0.0978792699887705,1.0697251796557656,1
1197,Biological Process,GO:0034314,Arp2/3 complex-mediated actin nucleation,0.0978465168015441,1.0691618042675077,1
1198,Phenotype,HP:0012640,Abnormality of intracranial pressure,0.09783433168963263,1.068952212690766,1
1198,Phenotype,HP:0002516,Increased intracranial pressure,0.09783433168963263,1.068952212690766,1
1200,Phenotype,HP:0012174,Glioblastoma multiforme,0.0978218996199054,1.0687383732845117,1
1201,Biological Process,GO:1903115,regulation of actin filament-based movement,0.09779782837191098,1.0683243327030267,1
1202,Biological Process,GO:0141085,regulation of inflammasome-mediated signaling pathway,0.09776633675708513,1.0677826571522857,1
1203,Biological Process,GO:0042267,natural killer cell mediated cytotoxicity,0.09776407883179383,1.0677438194193698,1
1204,Biological Process,GO:0051262,protein tetramerization,0.09774219945644425,1.0673674804238025,1
1205,Phenotype,HP:0002024,Malabsorption,0.09773411783613539,1.0672284714794886,1
1206,Biological Process,GO:0150077,regulation of neuroinflammatory response,0.09766103061255771,1.0659713253374916,1
1207,Phenotype,HP:0003144,Increased serum serotonin,0.09760049322428022,1.064930044243557,1
1208,Phenotype,HP:0001974,Leukocytosis,0.09756411922981734,1.0643043886970793,1
1209,Phenotype,HP:0002841,Recurrent fungal infections,0.09754643144914632,1.0640001477621719,1
1210,Biological Process,GO:1901796,regulation of signal transduction by p53 class mediator,0.09753384390017739,1.0637836340153244,1
1211,Biological Process,GO:2001252,positive regulation of chromosome organization,0.09751763014442227,1.0635047472346115,1
1212,Biological Process,GO:0010714,positive regulation of collagen metabolic process,0.09745828042943483,1.0624838948670867,1
1213,Biological Process,GO:0045861,negative regulation of proteolysis,0.09744123715456143,1.0621907398366277,1
1214,Biological Process,GO:0040011,locomotion,0.09738130597768357,1.0611598859594482,1
1215,Biological Process,GO:0035994,response to muscle stretch,0.09736180441088427,1.060824446764134,1
1216,Biological Process,GO:0097696,cell surface receptor signaling pathway via STAT,0.09733762188156514,1.0604084920739827,1
1217,Biological Process,GO:0051279,regulation of release of sequestered calcium ion into cytosol,0.09733613080133863,1.0603828445577355,1
1218,Phenotype,HP:0001097,Keratoconjunctivitis sicca,0.09733330693432307,1.060334272271769,1
1219,Phenotype,HP:0012872,Abnormal vas deferens morphology,0.09729198353084345,1.0596234837821312,1
1219,Phenotype,HP:0012873,Absent vas deferens,0.09729198353084345,1.0596234837821312,1
1221,Phenotype,HP:0011073,Abnormality of dental color,0.0972604947373712,1.0590818567604439,1
1222,Phenotype,HP:0000971,Abnormal sweat gland morphology,0.09722634520809548,1.058494463412079,1
1223,Disease,MONDO:0002561,lysosomal storage disease,0.09722124996925019,1.0584068221042915,1
1224,Biological Process,GO:0035966,response to topologically incorrect protein,0.09721471089724532,1.0582943459594776,1
1225,Phenotype,HP:0045056,Abnormal circulating alpha-fetoprotein concentration,0.09718646979774603,1.0578085813135742,1
1226,Phenotype,HP:0004430,Severe combined immunodeficiency,0.09707527790576076,1.0558960109464421,1
1227,Biological Process,GO:0007507,heart development,0.09706660820661905,1.0557468866769084,1
1228,Biological Process,GO:0010944,negative regulation of transcription by competitive promoter binding,0.09704172319947091,1.0553188489269643,1
1229,Phenotype,HP:0100257,Ectrodactyly,0.0970345641650806,1.0551957090398043,1
1230,Biological Process,GO:1901381,positive regulation of potassium ion transmembrane transport,0.09702454154974216,1.0550233137620981,1
1231,Biological Process,GO:1905064,negative regulation of vascular associated smooth muscle cell differentiation,0.09697001149324236,1.0540853625471538,1
1232,Biological Process,GO:0043542,endothelial cell migration,0.0969573623331148,1.053867789049688,1
1233,Phenotype,HP:0031869,Recurrent joint dislocation,0.09695719982182793,1.0538649937535018,1
1234,Biological Process,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,0.09694205470438211,1.0536044882227797,1
1235,Phenotype,HP:0100669,Abnormal pigmentation of the oral mucosa,0.09693147369918598,1.0534224882888703,1
1236,Phenotype,HP:0001436,Abnormality of the foot musculature,0.09693014942044942,1.0533997098629964,1
1237,Phenotype,HP:0000169,Gingival fibromatosis,0.09692976311436652,1.0533930651557823,1
1238,Phenotype,HP:0003573,Increased total bilirubin,0.09687892420431954,1.0525186039777497,1
1239,Biological Process,GO:1904706,negative regulation of vascular associated smooth muscle cell proliferation,0.09685655788949743,1.0521338893174723,1
1240,Biological Process,GO:0009636,response to toxic substance,0.09682671764325579,1.0516206183433867,1
1241,Biological Process,GO:0010799,regulation of peptidyl-threonine phosphorylation,0.09674449874308355,1.0502064016295598,1
1242,Biological Process,GO:0071479,cellular response to ionizing radiation,0.09672595955018193,1.0498875158696261,1
1243,Biological Process,GO:0032413,negative regulation of ion transmembrane transporter activity,0.09668201344313898,1.0491316152317245,1
1244,Phenotype,HP:0001615,Hoarse cry,0.09660487733390899,1.0478048257139359,1
1245,Phenotype,HP:0003431,Decreased motor nerve conduction velocity,0.09658745282876924,1.047505113283495,1
1246,Phenotype,HP:0000695,Natal tooth,0.09654502107854435,1.046775260533832,1
1247,Biological Process,GO:0045671,negative regulation of osteoclast differentiation,0.09654060882995297,1.046699367087308,1
1248,Phenotype,HP:0001884,Talipes calcaneovalgus,0.09650193185281253,1.0460340987925763,1
1249,Biological Process,GO:0048644,muscle organ morphogenesis,0.09649797217512712,1.045965989849835,1
1249,Biological Process,GO:0060415,muscle tissue morphogenesis,0.09649797217512712,1.045965989849835,1
1251,Phenotype,HP:0009939,Mandibular aplasia,0.096497958568042,1.0459657557994262,1
1252,Phenotype,HP:0030358,Non-small cell lung carcinoma,0.09648356308290396,1.045718144415143,1
1253,Biological Process,GO:0043254,regulation of protein-containing complex assembly,0.09640087556899124,1.0442958672507054,1
1254,Biological Process,GO:0031507,heterochromatin formation,0.09634116718888963,1.0432688456179868,1
1255,Phenotype,HP:0030212,Collectionism,0.09628948044568886,1.0423798011772962,1
1256,Biological Process,GO:0035872,"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway",0.09625631625834996,1.0418093563290083,1
1257,Phenotype,HP:0040085,Abnormal circulating aldosterone,0.09622730294437787,1.0413103091092464,1
1258,Phenotype,HP:0007183,Focal T2 hyperintense basal ganglia lesion,0.09617580875983178,1.0404245767983373,1
1259,Biological Process,GO:0009144,purine nucleoside triphosphate metabolic process,0.09616773343724405,1.0402856761787815,1
1260,Phenotype,HP:0008151,Prolonged prothrombin time,0.09611819898241036,1.0394336524495738,1
1261,Phenotype,HP:0005222,Bowel diverticulosis,0.0960831825945131,1.0388313485885585,1
1262,Phenotype,HP:0001259,Coma,0.0960813615404097,1.0388000253144158,1
1263,Biological Process,GO:1902108,regulation of mitochondrial membrane permeability involved in apoptotic process,0.09607000577189784,1.0386046989649491,1
1264,Phenotype,HP:0004796,Gastrointestinal obstruction,0.09604799620983062,1.0382261206760852,1
1265,Biological Process,GO:1902893,regulation of miRNA transcription,0.0959982604742251,1.0373706347912042,1
1266,Phenotype,HP:0000010,Recurrent urinary tract infections,0.0959763400872009,1.0369935903690795,1
1267,Phenotype,HP:0031803,Fundus hemorrhage,0.09597404776484875,1.0369541609851165,1
1267,Phenotype,HP:0000573,Retinal hemorrhage,0.09597404776484875,1.0369541609851165,1
1269,Phenotype,HP:0010972,Anemia of inadequate production,0.09595254555482036,1.0365843094699214,1
1270,Phenotype,HP:0100519,Anuria,0.09593056480979112,1.036206226852207,1
1271,Disease,MONDO:0044881,hematopoietic and lymphoid cell neoplasm,0.09591597210091107,1.0359552230957114,1
1272,Phenotype,HP:0005249,Functional intestinal obstruction,0.09584740201345332,1.0347757745315955,1
1273,Biological Process,GO:0014015,positive regulation of gliogenesis,0.09583542192702765,1.0345697095219595,1
1274,Phenotype,HP:0006519,Alveolar cell carcinoma,0.09582333971156798,1.0343618878288046,1
1275,Phenotype,HP:0002326,Transient ischemic attack,0.09574521687164572,1.0330181259234734,1
1276,Biological Process,GO:0007157,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,0.09574154148622482,1.0329549069862083,1
1277,Phenotype,HP:0008551,Microtia,0.09571623352074143,1.0325195940872935,1
1278,Biological Process,GO:0042445,hormone metabolic process,0.09565561306979464,1.031476884263286,1
1279,Biological Process,GO:0032414,positive regulation of ion transmembrane transporter activity,0.09562911004344654,1.0310210155670378,1
1280,Phenotype,HP:0002138,Subarachnoid hemorrhage,0.0956273083330702,1.0309900250171478,1
1281,Phenotype,HP:0001548,Overgrowth,0.09562649294509806,1.0309759998319892,1
1282,Phenotype,HP:0033019,Male reproductive system neoplasm,0.09559295439190674,1.0303991156559495,1
1283,Biological Process,GO:0030813,positive regulation of nucleotide catabolic process,0.09558753227617622,1.0303058518604677,1
1283,Biological Process,GO:0033123,positive regulation of purine nucleotide catabolic process,0.09558753227617622,1.0303058518604677,1
1283,Biological Process,GO:0045821,positive regulation of glycolytic process,0.09558753227617622,1.0303058518604677,1
1286,Biological Process,GO:0007043,cell-cell junction assembly,0.09557471681477925,1.030085417876736,1
1287,Phenotype,HP:0008208,Parathyroid hyperplasia,0.09554104953058007,1.0295063194465224,1
1288,Biological Process,GO:0030575,nuclear body organization,0.09551528783252583,1.0290632020624593,1
1289,Phenotype,HP:0001094,Iridocyclitis,0.09551220554520823,1.0290101847850177,1
1290,Biological Process,GO:0030183,B cell differentiation,0.09547201723789778,1.0283189206622942,1
1291,Biological Process,GO:0007631,feeding behavior,0.09546065960695627,1.028123562277868,1
1292,Biological Process,GO:0007229,integrin-mediated signaling pathway,0.09545032888421201,1.0279458673593,1
1293,Biological Process,GO:0055094,response to lipoprotein particle,0.0954406542046129,1.027779456794803,1
1293,Biological Process,GO:0071404,cellular response to low-density lipoprotein particle stimulus,0.0954406542046129,1.027779456794803,1
1295,Biological Process,GO:0032869,cellular response to insulin stimulus,0.09542992974788789,1.0275949894045138,1
1296,Disease,MONDO:0003274,thoracic cancer,0.09538553453530996,1.0268313638693864,1
1297,Biological Process,GO:0050766,positive regulation of phagocytosis,0.0952911437074192,1.0252077823552161,1
1298,Biological Process,GO:0043268,positive regulation of potassium ion transport,0.0952401970519039,1.0243314678874673,1
1299,Disease,MONDO:0003832,complement deficiency,0.09513098958949295,1.0224530309551725,1
1300,Biological Process,GO:0002286,T cell activation involved in immune response,0.09493211808967283,1.0190323162732653,1
1301,Biological Process,GO:0030856,regulation of epithelial cell differentiation,0.0948842328282471,1.0182086597063156,1
1302,Biological Process,GO:0052547,regulation of peptidase activity,0.09487045072335298,1.0179715988474116,1
1303,Phenotype,HP:0008110,Equinovarus deformity,0.09483920140204871,1.0174340908973944,1
1304,Biological Process,GO:0010744,positive regulation of macrophage derived foam cell differentiation,0.09483121709928943,1.0172967558760455,1
1305,Phenotype,HP:0003762,Uterus didelphys,0.09480283490149599,1.0168085642508773,1
1306,Phenotype,HP:0001848,Calcaneovalgus deformity,0.09461831930307918,1.0136347800881582,1
1307,Phenotype,HP:0031690,Opportunistic infection,0.0945873823364074,1.0131026448339688,1
1308,Phenotype,HP:0010975,Abnormal B cell count,0.09455581163157767,1.012559608885495,1
1309,Phenotype,HP:0002725,Systemic lupus erythematosus,0.0944733410963744,1.0111410638911154,1
1310,Biological Process,GO:0060353,regulation of cell adhesion molecule production,0.09446988997055317,1.0110817023597927,1
1311,Biological Process,GO:0006417,regulation of translation,0.09441553761102628,1.0101468076443703,1
1312,Phenotype,HP:0100256,Senile plaques,0.09439094932379155,1.0097238736632677,1
1313,Biological Process,GO:0001938,positive regulation of endothelial cell proliferation,0.09436678754589034,1.0093082759105358,1
1314,Biological Process,GO:0048247,lymphocyte chemotaxis,0.09430483745996943,1.0082426955300048,1
1315,Phenotype,HP:0001297,Stroke,0.09425017917486755,1.0073025387025814,1
1316,Phenotype,HP:0000719,Inappropriate behavior,0.09424785115999212,1.0072624953848044,1
1317,Phenotype,HP:0032560,Coiled sperm flagella,0.09419043857481935,1.006274962866548,1
1318,Phenotype,HP:0012334,Extrahepatic cholestasis,0.0940724745168473,1.0042459069917378,1
1319,Biological Process,GO:0022900,electron transport chain,0.09403823011117385,1.0036568817097524,1
1320,Biological Process,GO:0034109,homotypic cell-cell adhesion,0.09401328282443389,1.0032277727117196,1
1321,Phenotype,HP:0000878,11 pairs of ribs,0.09400159437713151,1.003026724078144,1
1322,Phenotype,HP:0012671,Abulia,0.09398770086112307,1.002787746878111,1
1323,Biological Process,GO:0018149,peptide cross-linking,0.09395437951580332,1.0022145988138622,1
1324,Biological Process,GO:0035295,tube development,0.0939406344558319,1.0019781751508914,1
1325,Biological Process,GO:0061041,regulation of wound healing,0.09393015898867896,1.0017979905375993,1
1326,Biological Process,GO:0032212,positive regulation of telomere maintenance via telomerase,0.09389403441070132,1.0011766251112937,1
1327,Biological Process,GO:0007006,mitochondrial membrane organization,0.09380219385767474,0.9995969099262788,1
1328,Phenotype,HP:0100326,Immunologic hypersensitivity,0.09377637467141631,0.9991528037090028,1
1329,Biological Process,GO:0046782,regulation of viral transcription,0.09376951127957578,0.9990347490593531,1
1330,Phenotype,HP:0100552,Neoplasm of the tracheobronchial system,0.09375048727916435,0.998707524305807,1
1331,Biological Process,GO:2000107,negative regulation of leukocyte apoptotic process,0.09370390825197661,0.9979063357880245,1
1332,Phenotype,HP:5200329,Problematic alcohol consumption,0.09365954646476127,0.9971432851901237,1
1332,Phenotype,HP:0030955,Addictive alcohol use,0.09365954646476127,0.9971432851901237,1
1332,Phenotype,HP:0430037,Abnormal alcohol consumption,0.09365954646476127,0.9971432851901237,1
1335,Phenotype,HP:0001457,Abnormality of the musculature of the upper arm,0.09359100627757566,0.9959643509294652,1
1336,Phenotype,HP:0006254,Elevated circulating alpha-fetoprotein concentration,0.09358316545789602,0.9958294839071891,1
1337,Phenotype,HP:0001004,Lymphedema,0.09353758798894318,0.9950455228199937,1
1338,Biological Process,GO:0007204,positive regulation of cytosolic calcium ion concentration,0.09352116989022075,0.994763121211922,1
1339,Biological Process,GO:0010977,negative regulation of neuron projection development,0.09351146237744445,0.9945961458961593,1
1340,Biological Process,GO:0043392,negative regulation of DNA binding,0.09350894532211618,0.9945528509638819,1
1341,Phenotype,HP:0001806,Onycholysis,0.09344421392812341,0.9934394303379418,1
1342,Biological Process,GO:0000902,cell morphogenesis,0.09344206821172873,0.9934025226685115,1
1343,Biological Process,GO:0060191,regulation of lipase activity,0.09341685037628589,0.9929687600628927,1
1344,Phenotype,HP:0003645,Prolonged partial thromboplastin time,0.09331254429544289,0.9911746299714791,1
1345,Biological Process,GO:0060538,skeletal muscle organ development,0.09325018426540566,0.9901019982947155,1
1346,Biological Process,GO:0042730,fibrinolysis,0.09323361905088401,0.9898170662025133,1
1347,Biological Process,GO:0001706,endoderm formation,0.09317510202526647,0.9888105366150534,1
1348,Biological Process,GO:0007159,leukocyte cell-cell adhesion,0.0931694267837746,0.9887129188975214,1
1349,Biological Process,GO:0043244,regulation of protein-containing complex disassembly,0.0931420163621498,0.9882414424326986,1
1350,Phenotype,HP:0002677,Small foramen magnum,0.09313954301800376,0.9881988993602048,1
1351,Biological Process,GO:0006469,negative regulation of protein kinase activity,0.09308012195509652,0.9871768197636553,1
